teff (K),abs (mag),spect
5256.182661,14.66,DA9.2     
8661.571144,11.62,DA4       
8661.571144,11.57,DA3.6     
8774.427474,11.58,D
11277.69149,10.86,DA3       
9011.591969,11.43,DA3       
8147.336782,11.43,DA4       
4332.321548,15.16,DC9       
4878.977684,14.92,DC9.6     
8446.362817,10.88,DA5       
11277.69149,10.8,DA3       
9831.503442,11.05,DA4       
9892.950588,11.27,D
7873.443931,11.99,DAV5      
7873.443931,11.63,D
15369.17133,9.94,DA        
8774.427474,11.47,DA4       
8244.042487,11.88,DA5       
8244.042487,11.71,D
8446.362817,12.12,DA4       
12639.14109,11.34,DB3       
10676.03138,12.34,DC5       
5921.16306,14.8,DA8       
12498.31318,10.51,DA        
12498.31318,11.05,DA2.5     
16377.42335,8.76,DA1       
4274.362982,15.29,DC9       
4475.554832,15.03,D9.8     
6099.259686,14,DC8       
6554.116828,13.66,DA3.9     
12228.06607,10.63,DA        
12784.00428,10.58,DA2.1     
6972.318885,13.68,DC5       
6908.498473,13.71,D
7104.500448,13.46,DQ7       
7037.633942,13.43,DC7.1     
7037.633942,13.4,DC+dM     
6908.498473,14.36,DA2       
6846.118722,10.97,DA2       
7172.97822,9.8,DA1+dM    
12228.06607,10.71,DA2       
10867.53606,10.84,DA2.5     
5421.748566,11.8,DC8       
5421.748566,14.49,DA9.3     
8147.336782,12.31,DA6       
12228.06607,11.2,DB3       
6908.498473,13.87,DQ7       
6908.498473,13.86,D
6053.486361,13.95,DA8       
12228.06607,11.55,DB4       
7172.97822,11.82,DBA4      
11497.75265,10.79,DA        
14113.6356,10.33,DA2       
14920.39596,10.33,DA1.8     
25997.53906,6.83,DAO1      
7787.158528,13,DA6       
7541.867937,12.62,DA5.8     
7541.867937,13.04,D
16377.42335,11.07,DA.74     
12639.14109,10.65,DA3       
7464.315737,12.81,DA6       
9265.460325,11.3,DA3.5     
7621.466406,10.7,DA3.3     
9831.503442,11.12,DAB       
9831.503442,11.86,D
17569.14266,10.29,DA        
25997.53906,8.69,DA.98     
30421.51548,8.69,DA.76     
36545.28943,10.07,DA1       
33294.01561,7.79,DA1.2     
5193.421333,14.28,DZ9       
5132.500556,14.31,DCP9      
20578.16648,8.81,DA        
25997.53906,8.81,DA1.6     
6445.78121,13.92,DAZ8?     
6341.814156,13.79,DA7.7     
7703.198923,12.63,DA6       
7703.198923,11.75,DAV       
8147.336782,11.2,DA3       
7037.633942,13.41,DAE       
21604.76857,10.99,DA        
17251.13818,10.87,DA1.6     
6393.269389,10.37,DA        
25326.58767,11.05,DA        
6972.318885,13.37,DA7       
6610.015901,11.81,DA4       
8446.362817,12.12,DA5       
24397.03874,9.04,DA        
25656.58158,9.12,DA1.1     
6008.56227,14.03,DQP8      
6193.45907,13.95,D
6241.940466,14.34,DQP8      
25997.53906,9.03,DA1       
41828.10466,9.03,DA.94     
19839.83549,9.81,DA1       
19752.14543,9.28,DA1.5     
13086.60172,12.48,DC5       
4852.711238,14.78,DA        
4372.067965,15.42,DZ9       
4352.081325,15.29,DC11      
5527.542937,14.55,DAP9      
5601,14.5,DA8.7     
20773.68533,7.1,DA.4      
6785.128294,13.19,DA6       
9986.946248,11.34,DA        
10317.13021,11.2,DA4       
16947.14344,10.33,DA2       
14113.6356,10.31,DAB1.9    
14920.39596,10.37,DA2.1     
12228.06607,11.42,DB4       
5795.84153,15.91,DA9       
5755.522428,14.64,DA8.1     
25997.53906,8.7,DA        
32976.16995,8.8,DA        
32665.80312,7.19,DA.87     
16377.42335,7.42,DA.87     
7388.726918,11.77,DA6       
7787.158528,12.95,DC        
10867.53606,11,DA3       
9831.503442,11.11,DA4+dM4   
20973.91555,9.47,DA        
14920.39596,10.01,DA        
15369.17133,10.05,DA1.9     
7388.726918,12.87,DA6       
8552.275046,11.79,DAP5      
8552.275046,11.66,DA5       
11277.69149,10.86,DA3       
13086.60172,11.18,DA2       
6972.318885,13.84,DA8       
6785.128294,14.38,D
11971.9691,10.59,DA2       
11971.9691,10.62,DA2.4     
11971.9691,10.89,D
12498.31318,10.04,DA2       
5878.641014,12.17,DA5       
5921.16306,14.44,DA9       
5921.16306,14.04,D
23022.08971,9.72,DA1       
16947.14344,10.09,DA1.5     
4077.384384,15.86,DC9       
9011.591969,12.46,DC5       
8661.571144,13.24,D
4433.431572,15.26,DC9       
9399.260471,11.6,DA4       
6291.381901,15.16,DA8       
4751.079085,14.97,DA7.7     
7703.198923,11.3,DA3       
6193.45907,13.72,DC        
6908.498473,13.38,DA8       
9011.591969,11.8,DA        
7104.500448,13.79,DQ8       
6908.498473,13.4,D
7962.159958,12.24,DA5       
11497.75265,10.79,DA2.5     
9136.322358,12.84,DBA6      
41828.10466,9.1,DA1       
12784.00428,11.13,DB3       
8774.427474,11.5,D
4496.994667,15.32,DA        
4496.994667,15.33,DC9       
4496.994667,15.03,DC        
4496.994667,15,D
4496.994667,15.27,DA10.0    
4678.263817,15.09,DC9       
12228.06607,10.58,DA3       
12228.06607,12.03,DA3.2     
8774.427474,11.41,DAE       
8774.427474,11.42,DA3.5     
7541.867937,13.42,DZQ6      
7172.97822,12.9,DZA6.7    
7541.867937,13,DZQA6.5   
14503.00772,10.98,DA2       
9265.460325,11.88,DA5       
8552.275046,11.85,DA3.5     
4094.355838,15.21,DC9       
4077.384384,15.79,D
3871.679573,15.69,DC9       
4312.784544,15.43,DA11.2    
4236.78586,15.4,D          
4077.384384,15.65,DC10.4    
3932.176093,15.4,DC9       
4312.784544,15.32,DC10.1    
4352.081325,15.46,DC9       
8661.571144,12.35,D          
7037.633942,13.34,DA7       
13407.76522,11.2,DA?       
10676.03138,10.96,DA3       
5421.748566,15.24,DQ9       
6499.384764,14.7,DA8.7     
5387.595678,14.47,DC8.8     
5421.748566,14.97, D         
8774.427474,12.88,DC?P6     
11277.69149,11.37,DAE       
9265.460325,12.17,DZ4.6     
9681.971242,12.46,DZ4.7     
9537.998069,12.1,DQ5       
9831.503442,11.85,DQ4       
19004.31634,9.09,DA2       
11067.86633,10.93,DA        
6099.259686,14.1,DA8       
15369.17133,10.1,DA        
8661.571144,12.51,DA6       
11067.86633,11,DA3       
7703.198923,12.31,DAH5      
7388.726918,13.18,DAZ       
6725.478332,13.52,DA6.5+M1  
7104.500448,13.22,DA7       
14920.39596,10.8,DA2       
11971.9691,10.25,DA2       
11067.86633,10.38,DA1.9     
14113.6356,10.24,D          
10986.63383,11.28,DA3.4     
41268.52085,8.07,DA0.5     
10676.03138,11.8,DB        
7873.443931,12.5,DA5       
8053.418048,11.82,DA6       
7172.97822,13.24,DA7       
6785.128294,14.32,DA6.7     
6972.318885,13.99,DA        
8774.427474,11.93,DA        
7787.158528,12.45,DA5       
14113.6356,10.16,DA        
47887.87639,9.8,DAO1      
9011.591969,12.37,DA5       
10492.74619,11.3,DA2.4     
9537.998069,11.54,DA5       
9136.322358,11.9,DA3.6     
8244.042487,12.25,DA5       
9681.971242,11.05,DAP       
19839.83549,10.5,DA        
7703.198923,11.84,DA4.2     
9681.971242,11.47,DA5       
8244.042487,11.48,DA3.2     
8661.571144,11.5,DA2.9     
11067.86633,10.93,DA        
26901.91333,9.17,DA1       
16377.42335,9.28,DA1.3     
10492.74619,11.85,DBZ5      
9831.503442,10.68,DA2.6     
13749.38715,10.33,DA2       
8446.362817,12.12,DA        
7464.315737,12.11,DA6       
7719.809603,12.27,DA5.3     
7464.315737,12.78,DA5.4     
7541.867937,13.09,DC?       
8343.669885,11.7,DA5       
12498.31318,11.36,DB3       
11497.75265,11.47,DB4       
27889.27554,7.7,DA1       
7243.130292,13.45,DA7       
14920.39596,10.01,DA1       
10867.53606,11.48,DA2.9     
12228.06607,10.96,DA2       
10676.03138,10.88,DA2       
3341.635557,17.23,D
13086.60172,10.37,DA2       
10676.03138,10.9,DA2.5     
5676.947207,10.4,D          
13407.76522,10.33,D          
13407.76522,10.47,DA2.2     
8552.275046,12.56,DA5/A3    
7787.158528,12.55,DCE?      
10317.13021,13.16,DQ6       
10148.68255,13.6,D          
7172.97822,11.81,DAV4      
7962.159958,11.93,DA4.5     
6667.122312,11.83,DA4.2     
9681.971242,12.11,DA5       
10317.13021,10.37,DA2       
14834.52288,10.37,DA2.2     
17569.14266,10.67,DA1       
15369.17133,10.91,DA1       
6846.118722,12.91,DA5+DA6   
8552.275046,12.56,DA3       
12228.06607,11.58,DA3       
7104.500448,13.79,DCP7      
6785.128294,13.78,DBH7.0    
6785.128294,13.63,DCP7.0    
11277.69149,10.9,DA2       
7787.158528,12.66,DA5       
7541.867937,12.98,DA6       
7703.198923,13.06,DA5.5     
16377.42335,11.19,DA.89     
14113.6356,11.08,DA2       
16377.42335,10.79,DA1       
8147.336782,11.62,DAV4      
9011.591969,11.7,DA4       
7873.443931,11.66,DA3.9     
7873.443931,11.8,DA4.5     
8100.037128,12.79,DA5       
7464.315737,13.16,DA6       
10317.13021,10.12,DA4       
9136.322358,12.23,DC        
7621.466406,12.25,DQ5.4     
8552.275046,12.56,DA6       
7703.198923,13.27,DA6       
9011.591969,12.17,DQ6       
19839.83549,10,DA1       
11497.75265,10.8,DA2       
7104.500448,13.73,DA7       
41268.52085,8.27,DA0.5     
5715.897293,14.58,DA9       
5836.87425,14.15,D          
7621.466406,13.57,DA7       
7621.466406,13.57,DA7       
6499.384764,14.02,DA        
9265.460325,11.04,DA4       
9265.460325,10.89,DA3.8     
9265.460325,10.84,D          
9265.460325,10.9,D          
8552.275046,12.72,DQ6       
8147.336782,13.37,D          
10317.13021,9.61,DA        
21283.50062,9.87,DA.98     
19839.83549,10.49,DAO       
36545.28943,6.08,DA1       
19839.83549,7,DAO.54    
36545.28943,6.97,DA.46     
7873.443931,11.89,DA5       
8661.571144,11.42,DA5       
4878.977684,13.96,DC8       
6291.381901,13.56,D
7464.315737,13,DA5.5     
9399.260471,10.79,D
10676.03138,10.62,DA2.8     
16377.42335,10.64,DA2       
22285.30296,9.14,DA1.9     
6725.478332,13.69,DC7       
5715.897293,10.5,DA        
11971.9691,10.65,DA3       
12498.31318,11.07,DA2.5     
7787.158528,11.33,DA        
11277.69149,12.24,DB        
30167.47175,9.6,DA1       
19839.83549,9.1,DA1.1     
6445.78121,13.84,DA7       
6499.384764,13.69,DZ?       
6972.318885,13.24,DA7       
8891.033292,8.93,DA.84  dM 
15558.33333,8.9,DAO       
5320.875154,14.86,DZ9       
14113.6356,13.01,DA5       
10492.74619,10.5,DA2.3     
10317.13021,11.91,DAH       
14920.39596,9.82,DA1       
12498.31318,9.82,DA1.6     
16377.42335,11.07,DA3       
10148.68255,11,DA3       
6908.498473,13.3,DA7       
6554.116828,13.76,DA7       
6610.015901,13.63,D
6725.478332,13.61,DA7.3     
4852.711238,14.3,DC8       
5256.182661,14.77,DC9       
7962.159958,11.5,DA4       
5193.421333,13.67,DC8       
6667.122312,13.44,DCP8      
21825.79162,9.6,DA1       
14503.00772,10.92,DB3       
13086.60172,11.25,DA5       
10317.13021,11.9,DC5       
22524.29029,9.35,DA1.1     
14113.6356,10.77,DA2       
15415.92171,10.31,D
14708.00147,10.2,D
14920.39596,11.46,DA4       
4433.431572,15.4,DK        
4372.067965,15.27,DC9       
9011.591969,15.47,DBP6.5    
7037.633942,13.68,DQ7       
7243.130292,13.24,D
9681.971242,12.11,DA5/A2    
33953.32972,9.43,DA1.0     
41268.52085,8.4,DA1       
16377.42335,8.4,DA1.2     
18251.54464,10.79,DA2       
9011.591969,13.39,DQ8       
11067.86633,11.03,DA3       
5715.897293,14.3,DQ8.1     
8343.669885,12.25,DA4       
10867.53606,12.06,DB5       
12784.00428,11.2,DA3       
11971.9691,11.06,DA2.2     
11971.9691,11.18,DA2       
9265.460325,10,DA        
8950.805225,11.27,DA5       
6499.384764,13.81,DF-DG     
7037.633942,13.98,DA6       
7186.872615,13.27,DC        
7037.633942,13.91,D
12784.00428,12.13,DB5       
12498.31318,8.99,DA        
10676.03138,10.94,DA2.8     
23022.08971,9.19,DA        
10676.03138,11.07,DA3       
10676.03138,11.05,DA3       
10676.03138,11.1,DA2.8     
9011.591969,11.2,DA3       
9756.021185,11.03,DA3       
9681.971242,11,DA3.2     
11728.87288,11.85,DB4       
4775.986517,15.62,DC10.6    
16377.42335,7.7,DA1       
8343.669885,12.18,DA5       
24546.02887,9.17,DA1.5     
16947.14344,10.4,DA        
14920.39596,9.99,DA1.9     
6193.45907,14.01,DA8       
6053.486361,13.87,DA7.9     
15853.28898,10.41,DA2       
9136.322358,12.44,DQ        
9136.322358,11.45,DQ5.4     
7962.159958,11.77,DA4       
16377.42335,9.79,DA1       
7388.726918,13.6,DA7       
7037.633942,13.57,DA6.7     
7037.633942,13.57,DA7       
7172.97822,13.39,D
9265.460325,11.39,DA5       
7388.726918,12.87,DA4.8     
9136.322358,11.06,D
23022.08971,11.62,DA4       
7703.198923,12.27,DA5       
16377.42335,8.54,DA.82     
13749.38715,10.71,DA3       
13086.60172,10.13,D
11728.87288,10.16,D
14503.00772,10.28,DA2       
8446.362817,10.3,DA2.0     
4905.602474,15.08,DQH       
4905.602474,14.48,DQH       
4128.834878,15.34,DC        
4200.023871,15.25,DZ?       
13086.60172,10.25,DA2       
9399.260471,10.9,DA2       
9831.503442,11.69,D
10148.68255,11.96,DA1.8     
4987.706984,15.02,DA7       
15369.17133,11,DA3       
4372.067965,15.94,DCPEC     
8661.571144,11.78,DA5       
12307.59856,11.5,DA        
11277.69149,11.36,DA1.9     
11497.75265,11.44,D
3932.176093,15.08,DC        
7703.198923,12.63,DA        
12228.06607,10.39,DA        
8661.571144,11.99,DA        
7703.198923,13.06,DQ6       
7962.159958,13.19,D
8552.275046,12.77,DQ6.4     
9537.998069,11.27,DA3.5     
9537.998069,10.99,DA        
9399.260471,11.04,DA3.4     
5421.748566,14.76,DC9       
8343.669885,12.66,DC6       
16377.42335,10.58,DA2       
5601,14.38,DA9       
7873.443931,12.2,DA5       
8343.669885,12.11,DA5.1     
7621.466406,12.1,DA6       
10676.03138,10.87,DA        
11971.9691,11.6,DA6.3     
7873.443931,12.65,DA5       
21825.79162,3.2,DA0       
9011.591969,11.17,DA        
8244.042487,11.59,DA5       
5964.462482,14.27,DA        
16656.19635,9.75,sd        
7104.500448,13.34,DZ5       
7104.500448,13.23,D
7464.315737,13.12,DQ        
8343.669885,12.66,DC6       
76017.26535,10.24,DAO       
7464.315737,12.63,DA5       
7962.159958,12.16,DA5       
5563.968426,14.58,DZ7       
5676.947207,14.28,DA9       
5715.897293,14.23,DA8.6     
36545.28943,9,DAO       
7388.726918,13.18,DA5       
11728.87288,10.72,DA3       
5878.641014,14.07,DA4       
6008.56227,11.6,DA3.6     
120669.887,9.9,DA1       
6785.128294,13.71,DC7       
6610.015901,14.25,D
13086.60172,9.6,DA1       
11728.87288,10.72,DA2       
11728.87288,12.39,DAH1.9    
20773.68533,9.8,DA1       
6499.384764,13.56,DF        
8774.427474,12.46,DA5       
8774.427474,9.92,DA2.6     
11067.86633,10.93,DA2       
11728.87288,10.74,DA        
9399.260471,11.12,DA3       
9399.260471,11.08,DA3.4     
32976.16995,10.37,DA        
13407.76522,10.72,DA        
15853.28898,10.85,DA1       
6291.381901,13.96,DC8       
6193.45907,14,DA7.9     
8053.418048,12.03,DAV       
8053.418048,12.73,DAV4.4    
8053.418048,12.72,DAV3.9    
8166.45078,13.1,DA4.2     
13749.38715,11.3,DA2       
7873.443931,12.23,D
7703.198923,11.87,DA4.9     
3730.09899,15.78,D
3540.219488,15.77,DC9       
13749.38715,10.71,DA        
11971.9691,10.65,DA3       
23022.08971,8.6,DO?       
19839.83549,10.1,DA1       
23150.88504,9.23,D
21825.79162,9.19,DA1.3     
19839.83549,9.21,DA1.5     
6610.015901,13.72,DA?       
5456.447905,14.77,DC9       
5387.595678,14.8,DC9       
5456.447905,14.74,DAQZ8     
12228.06607,10.58,DA2.5     
14920.39596,10.46,DA2+dM4.5 
11971.9691,10.55,D
7243.130292,12.97,DA6       
7495.096475,13.17,DA        
7621.466406,13.28,DAZ5.9    
10148.68255,10.82,DA4       
8552.275046,12.06,DA4       
7873.443931,11.12,DA5       
3813.457446,16.5,DC9       
3813.457446,16.04,DC11.6    
14503.00772,10.1,DA2       
17569.14266,10.67,DB        
13407.76522,10.71,DAB       
11277.69149,11.66,DB4       
11277.69149,10.4,DA1.5     
8053.418048,12.4,DA5       
8053.418048,12.07,DA4.5     
8244.042487,11.4,DA3.8     
4959.958872,15.24,DCP9      
5073.335461,15.09,DAP9      
4392.285665,15.27,DC9       
3785.157042,16.24,DC11.9    
3528.4089,16.24,DC        
12498.31318,8.7,DA1       
11497.75265,8.8,DA+dM     
13086.60172,8.54,DA        
9831.503442,11.28,DA4       
10317.13021,11.2,DA3.5     
13749.38715,10.1,DA2       
10317.13021,10.9,DA4       
11067.86633,10.92,DA2       
6393.269389,13.9,DA8       
6499.384764,13.86,DA        
9011.591969,11.92,DA3.5     
9136.322358,11.31,D
9011.591969,11.16,DA3.0     
9265.460325,11.1,DAP3.4    
4852.711238,13.34,DZ7       
5193.421333,13.65,DZH       
41268.52085,8.83,DA1       
6610.015901,14.03,DCH8      
6667.122312,13.29,D
6554.116828,13.76,DC8       
10148.68255,11.27,DA4       
12784.00428,10.9,DA3       
9831.503442,13.18,DB        
16947.14344,10.1,DA1.5     
10676.03138,11.1,DA3       
4585.391205,15.11,DZ9       
4562.886161,15.05,DA10.0    
4585.391205,15.26,DA10.0    
6667.122312,13.81,DA7       
11497.75265,10.79,DA2.5     
7104.500448,12.63,DA6       
10317.13021,10.66,DA2       
12228.06607,10.75,DA2       
12415.67932,10.57,DAZ2.4    
8244.042487,12.71,DZ        
8147.336782,12.65,DZ5.9     
5795.84153,11.24,DA4       
6145.908227,14.07,DA        
6099.259686,14.09,DA        
6445.78121,13.63,DA7       
6445.78121,13.53,DA7.8     
6445.78121,13.61,DA7.1     
4274.362982,15.27,DC9       
4274.362982,15.3,D
4293.46632,15.41,DA11.0    
6908.498473,11.27,DA7       
8891.033292,11.86,DA6       
9399.260471,11.31,DA4       
13749.38715,11.1,DA3       
9136.322358,11.48,DA5       
9136.322358,11.55,DA3.6     
8147.336782,11.92,DAV       
11277.69149,11.92,DB4       
47887.87639,9.8,DA2       
11728.87288,10.84,DA3       
9831.503442,11.04,DA3       
10867.53606,10.81,DA2.5     
17569.14266,10.94,D
12498.31318,10.83,DA2.7     
10867.53606,10.8,DA2       
9265.460325,11.67,DA5       
4878.977684,15.11,DA        
4702.22426,15.36,DA        
12498.31318,10.03,DA        
16947.14344,9.6,DA        
23022.08971,8.51,DA    dMe 
18251.54464,8.78,DA1.3     
9265.460325,12.26,DC5       
6908.498473,12.39,DA7       
12784.00428,10.46,DA2       
18251.54464,10.09,DA1.8     
13086.60172,10.04,DA2       
8446.362817,11.99,DA4       
8446.362817,11.19,DA4.2     
8446.362817,11.72,DAV4.2    
11728.87288,11.51,DBA4      
7464.315737,11.97,DA6       
7464.315737,11.96,DAV4.2    
5715.897293,14.19,DZ7       
12498.31318,10.51,DA        
11971.9691,10.5,DA        
18251.54464,10.25,DA1       
26901.91333,9.71,DA1.4     
15369.17133,9.9,DA        
10867.53606,11.39,DA+DK     
15853.28898,9.87,DA        
23022.08971,11.39,DA1       
14151.39786,11.39,DA1.4     
12498.31318,10.34,DA+DAP    
10317.13021,10.5,DA2       
10317.13021,9.26,DA1       
4608.175816,15.63,DC        
4412.738729,15.25,DC9       
9681.971242,11.62,DA4       
9986.946248,10.98,DA3.6     
9681.971242,10.97,DA3.8     
12228.06607,11.4,DA3       
12498.31318,10.52,DA2.5     
14113.6356,10.92,DA3       
13749.38715,10.03,DA1.9     
11728.87288,10.8,DA2       
7037.633942,13.06,DA6       
7315.023139,13.28,DAZ6.7    
11728.87288,10.56,DAZ2.8    
7104.500448,10.9,DA2       
11728.87288,10.82,DA2       
6499.384764,13.81,DAH       
6499.384764,13.46,DA7.5     
8446.362817,11.61,DA5       
9681.971242,11.14,DA4       
9537.998069,10.9,DA3       
7621.466406,11.89,DA5       
10492.74619,11,DA3       
9011.591969,11.35,DA3.5     
9011.591969,11.39,DA3.4     
9399.260471,11.37,D          
7621.466406,12.68,DA6       
13749.38715,10.8,DA3       
15853.28898,10.1,DA1.5     
10474.84811,12.55,DAWK      
11067.86633,10.92,DA3       
12228.06607,10.9,DA3       
11971.9691,10.1,DA2       
9986.946248,11.33,DA4       
14113.6356,11.07,DA2       
5288.28161,14.82,DC9       
11497.75265,10.43,DA3       
13407.76522,10,DA2       
12498.31318,10,DA1       
8244.042487,12.25,DA5       
10317.13021,11.16,DA2.5     
10317.13021,11.53,DA3       
15853.28898,9,DA2       
7464.315737,13,DA6       
8053.418048,12.45,DA5       
8053.418048,12.47,DA5       
7464.315737,12.51,DA5       
7464.315737,12.59,DA5.1     
12498.31318,-0.11,DB2       
12498.31318,11.08,DB2.3     
9681.971242,11.9,DB4+dM4.5 
30167.47175,10.82,DA1       
7104.500448,12.45,DA7       
6908.498473,12.54,DA4.5     
12498.31318,10.95,DA3       
23022.08971,8.3,DA2       
8774.427474,11.75,DA3.5     
12784.00428,11.1,DA2       
9011.591969,11.65,DA5       
19004.31634,10,DA2       
8147.336782,11.88,DAV5      
8147.336782,11.9,DAV4.5    
4332.321548,15.39,DC9       
4678.263817,15.35,DC10.3    
23022.08971,9.3,DA1       
9399.260471,11.75,DA5       
8774.427474,10.55,DA4.5     
11067.86633,10.66,DA2+dM3   
16947.14344,10.22,DA1.5     
13749.38715,9.79,DA1.7     
7621.466406,13,DA6       
7621.466406,13.48,D          
7736.510119,13.79,DA5.4     
9265.460325,11.43,DA4       
9681.971242,11.16,DA3       
16377.42335,9.44,DA1       
12784.00428,11.31,DB3       
11971.9691,10.83,DA2       
9831.503442,12.24,DA4       
19839.83549,10.48,DA2       
19839.83549,10.18,D          
16947.14344,9.98,DA1.5     
12228.06607,10.58,DA4       
8891.033292,11.91,DA5       
10148.68255,10.73,DA3       
14920.39596,9,DA1       
14920.39596,10.9,DA4       
13749.38715,10.77,DA2       
13541.84426,10.49,DA2+G2V   
13749.38715,10.63,DAQZ2.1   
10867.53606,11,DA4       
8891.033292,11.86,DA5       
7541.867937,13,DA6       
6554.116828,13.84,DC8       
6610.015901,14.31,DA        
6972.318885,14.3,DA7       
6667.122312,12.78,DZA6      
8147.336782,12.57,DZA5.6    
